,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
12,0.0,6.38840439451894,4.348541207607365,5.444161069193269,5.5305662709633445,4.911220485535683,6.203836472551966,6.508787200280416,6.3598008454981745,5.976643056307065,6.811288062843863,6.248274795293076,8.096275083585892,6.70848453444235,6.167282643931335,3.6127641756006383,6.148845799126189,5.682362954366003,5.855649035741104,6.277391163810083,6.322281760213006,6.386936473491083,5.6406194868166235,5.434535467030683,6.052171638755624,5.183758601118766,
13,0.0,7.052601115026119,4.9583849585382165,6.119002013902945,6.213928351735834,5.497489070369195,6.856488428269962,7.171608570019764,7.028330163240227,6.652871751922399,7.5081821395630755,6.700623338938511,6.70848453444235,8.768855746950885,7.043226120861357,4.211964713745314,6.794003057011022,6.31573332252022,6.450200978626867,6.930778165353354,6.964192860005834,7.007369674254857,6.266645332727327,6.0540966970709515,6.703517053945339,5.801382494506056,
14,0.0,6.529206424035179,4.486516281954678,5.601559703864384,5.656155761151377,5.012372716212797,6.349366160543498,6.6657524070977985,6.522082456354038,6.1474197900440295,6.958979845525141,6.128302108998806,6.167282643931335,7.043226120861355,8.245461055959943,3.7252478955592316,6.25355556261572,5.853814236567763,5.969676280652546,6.420609693057175,6.445553543912975,6.522165814559951,5.773315509009642,5.5651394841931445,6.220619939427452,5.340627065315402,
15,0.0,3.9543631894537388,2.220314929363136,3.06971965665611,3.1436868644878704,2.650981898775205,3.8147540877062234,4.136751855046358,3.955514772609394,3.659165849097146,4.297028907603066,3.5317664279890106,3.612764175600635,4.211964713745305,3.7252478955592245,5.591554028476292,3.884602722052012,3.476973129589094,3.5869451412197506,3.9609760311432147,4.018806405542689,4.08724835778877,3.444595266489328,3.226817833220183,3.808651472637356,3.0158024215106014,
16,0.0,6.568609683203251,4.537869979111768,5.619328598090529,5.725426498246014,5.133798456086463,6.400525646596737,6.706035953302669,6.561327832972301,6.149865961007915,6.841442537050629,6.070464423303257,6.148845799126187,6.794003057011018,6.25355556261572,3.884602722052014,8.257103939986488,5.928986940523796,6.019728894704416,6.4187607704051,6.4798407540234475,7.073830872425223,5.873711527348025,5.615655399788812,6.214839155311838,5.329130647066471,
17,0.0,6.099519166895906,4.096009299610984,5.1746898796051415,5.237074920880973,4.642847421735841,5.947878009542649,6.253956138715699,6.110132544562221,5.715676759839294,6.40792415148999,5.6033352187715675,5.682362954366003,6.315733322520215,5.853814236567763,3.476973129589094,5.928986940523796,7.800511052021019,5.842896738517339,6.071757419414489,6.060885943254286,6.2013296049410425,6.201965366959289,5.465206038538936,5.952347147864989,5.034364849887929,
18,0.0,6.2834281029683225,4.267005563059342,5.322421646534858,5.432470947820212,4.781321731356417,6.120212138658479,6.399653231995096,6.24350594844638,5.879695499264205,6.5468165191096475,5.737547036439871,5.8556490357411075,6.45020097862686,5.969676280652546,3.586945141219754,6.01972889470442,5.842896738517343,7.986791458396159,6.578744947682866,6.459724487525081,6.28340312734003,5.863735860475824,6.003479900204832,6.395922229280783,5.383088787453099,
19,0.0,6.735765157047668,4.676560685645098,5.777447955280731,5.844971176603568,5.205040320985658,6.535464161919661,6.860319706720828,6.690255782793276,6.2942947200080415,6.990148463510764,6.150779918989642,6.277391163810085,6.930778165353354,6.4206096930571785,3.960976031143222,6.4187607704051,6.071757419414487,6.578744947682866,8.394092222796141,7.067828977589425,6.65198432327476,6.081257781196969,6.165043546919533,7.05810181697275,5.917422797378494,
20,0.0,6.795484484911679,4.752339409474063,5.802629492630533,5.905219097822913,5.293286630370895,6.627516460415983,6.920358734602267,6.765025582840181,6.349065643759525,6.9968629426962625,6.222976703858347,6.322281760213006,6.964192860005836,6.445553543912979,4.018806405542696,6.479840754023446,6.0608859432542825,6.459724487525079,7.067828977589423,8.442747625489421,6.705648640253084,6.019085560301997,6.073272408080085,6.872048973701817,6.401958096044487,
21,0.0,6.823172951622565,4.7568488102397595,5.869300135143371,5.947409925873417,5.342317314336988,6.6540859359523115,6.974475093125498,6.8109564165874374,6.395182225438603,7.104987210252254,6.314073642439929,6.3869364734910885,7.0073696742548535,6.522165814559955,4.087248357788779,7.073830872425221,6.201329604941046,6.283403127340032,6.651984323274762,6.705648640253084,8.558874041484522,6.120098301172527,5.84673887865697,6.4807979455650155,5.608382398485277,
22,0.0,6.060792946391846,4.06682854213263,5.12439753262241,5.208907203788629,4.611790268605475,5.903608798205658,6.195884680116407,6.034554508023316,5.688044722507609,6.367481131436959,5.554040755327332,5.64061948681662,6.2666453327273235,5.77331550900964,3.444595266489328,5.873711527348025,6.201965366959289,5.8637358604758205,6.081257781196969,6.019085560302003,6.120098301172524,7.735925540220715,5.5102308658151316,5.954646545794748,4.976658142029466,
23,0.0,5.869213163951679,3.8529392333732186,4.913068919525875,4.996645102284429,4.3764358674623445,5.69575406572606,6.002275445490046,5.860683188780943,5.4784623358363795,6.166141317012368,5.311027185350309,5.434535467030676,6.054096697070941,5.565139484193137,3.2268178332201796,5.615655399788803,5.4652060385389305,6.003479900204825,6.165043546919524,6.073272408080081,5.846738878656957,5.510230865815126,7.542996399500685,6.05522982464643,5.033271488032616,
24,0.0,6.520058814930973,4.50087634878288,5.587436870852697,5.655312795158746,5.019425524759194,6.34600423648318,6.663288979479017,6.493594010119681,6.113184295708486,6.8130417084096635,5.972828390122666,6.052171638755626,6.703517053945339,6.220619939427454,3.8086514726373597,6.214839155311834,5.952347147864987,6.395922229280783,7.058101816972751,6.872048973701819,6.480797945565012,5.95464654579475,6.055229824646439,8.192037639505106,5.742884405758808,
25,0.0,5.582238003904255,3.6401338843968407,4.664647674935308,4.773583504095672,4.186391114370561,5.475649093813296,5.761582946940898,5.611828650871999,5.197181302727362,5.8893023681945,5.102395858248544,5.1837586011187575,5.801382494506047,5.340627065315395,3.015802421510598,5.329130647066465,5.034364849887924,5.38308878745309,5.917422797378485,6.4019580960444795,5.6083823984852685,4.976658142029461,5.033271488032614,5.742884405758803,7.290324834381519
