,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,0.0,8.594964097917869,4.8212705907015305,5.895034114398404,5.977096723734556,5.424266054078117,6.682173843946551,6.99371308767914,6.851813482121697,6.4562028511273475,7.1038873330502526,6.295587189324419,6.3884043945189415,7.052601115026112,6.529206424035177,3.9543631894537477,6.568609683203253,6.0995191668959094,6.2834281029683225,6.735765157047664,6.795484484911675,6.82317295162256,6.060792946391851,5.86921316395169,6.520058814930971,5.582238003904269,
2,0.0,4.821270590701522,6.43607773332532,4.071024957988,4.028378242113899,3.3613063393284826,4.622498649918356,4.8963646900339715,4.752373293886722,4.3812257051793,5.039027699356339,4.2470072190718575,4.348541207607356,4.9583849585382005,4.486516281954669,2.220314929363134,4.537869979111759,4.096009299610978,4.267005563059335,4.676560685645089,4.752339409474052,4.756848810239749,4.066828542132626,3.8529392333732257,4.500876348782871,3.640133884396846,
3,0.0,5.895034114398392,4.071024957987998,7.607963696507677,5.230722676460397,4.327882776983001,5.708892610615038,6.018622967223276,5.877173712986078,5.476994084298312,6.183686487908123,5.3698945349744935,5.444161069193262,6.11900201390293,5.601559703864375,3.06971965665611,5.6193285980905205,5.174689879605134,5.322421646534849,5.7774479552807225,5.802629492630526,5.869300135143359,5.124397532622407,4.91306891952588,5.587436870852688,4.664647674935312,
4,0.0,5.977096723734544,4.0283782421139005,5.230722676460397,7.697450890632768,4.443342179336449,5.7846606366614495,6.092564139778741,5.952732370207652,5.563214641871644,6.280487275867479,5.429471337833929,5.530566270963337,6.21392835173582,5.6561557611513695,3.143686864487872,5.725426498246007,5.237074920880971,5.432470947820207,5.844971176603561,5.905219097822904,5.947409925873405,5.208907203788627,4.996645102284436,5.655312795158741,4.773583504095683,
5,0.0,5.42426605407811,3.3613063393284826,4.327882776983001,4.443342179336449,6.981681808121524,5.153941098417899,5.4399559312713155,5.307665457430122,4.897985885154718,5.651116159716951,4.798875987317901,4.911220485535676,5.4974890703691806,5.012372716212788,2.650981898775207,5.1337984560864545,4.642847421735837,4.78132173135641,5.205040320985647,5.293286630370886,5.342317314336974,4.611790268605471,4.376435867462352,5.0194255247591855,4.1863911143705685,
6,0.0,6.682173843946556,4.62249864991837,5.708892610615052,5.784660636661464,5.1539410984179135,8.404560734653623,6.906543039824625,6.747440141453227,6.24947887524811,6.9387773936487775,6.123294126590757,6.203836472551972,6.8564884282699605,6.3493661605435,3.814754087706236,6.400525646596737,5.947878009542652,6.1202121386584825,6.535464161919663,6.627516460415979,6.65408593595231,5.903608798205662,5.695754065726073,6.34600423648318,5.475649093813308,
7,0.0,6.99371308767914,4.896364690033984,6.018622967223289,6.0925641397787516,5.439955931271328,6.906543039824619,8.735928230742108,7.225884707448941,6.585084643268289,7.261462647391818,6.429941567281794,6.508787200280416,7.171608570019757,6.665752407097797,4.136751855046368,6.706035953302665,6.253956138715701,6.399653231995096,6.860319706720825,6.920358734602264,6.974475093125493,6.195884680116409,6.002275445490058,6.663288979479013,5.761582946940912,
8,0.0,6.851813482121704,4.752373293886738,5.877173712986096,5.952732370207666,5.307665457430138,6.747440141453227,7.2258847074489445,8.564743064230989,6.4261305495977545,7.095141114336183,6.271830643125364,6.35980084549818,7.028330163240225,6.522082456354042,3.9555147726094084,6.561327832972301,6.110132544562225,6.243505948446385,6.690255782793276,6.7650255828401775,6.810956416587439,6.034554508023319,5.8606831887809605,6.493594010119681,5.611828650872015,
9,0.0,6.456202851127351,4.381225705179311,5.4769940842983225,5.563214641871653,4.897985885154727,6.249478875248107,6.58508464326829,6.426130549597751,8.151626448770172,6.7326817643247985,5.88680487133059,5.976643056307067,6.652871751922396,6.1474197900440295,3.6591658490971515,6.149865961007913,5.715676759839296,5.879695499264207,6.294294720008038,6.34906564375952,6.3951822254385995,5.688044722507611,5.478462335836388,6.113184295708484,5.197181302727367,
10,0.0,7.103887333050256,5.03902769935635,6.183686487908135,6.28048727586749,5.651116159716963,6.9387773936487775,7.261462647391825,7.095141114336185,6.732681764324802,8.834192195158895,6.852102441339417,6.811288062843865,7.508182139563077,6.958979845525144,4.2970289076030745,6.84144253705063,6.40792415148999,6.546816519109651,6.990148463510764,6.996862942696261,7.104987210252254,6.367481131436962,6.166141317012377,6.813041708409665,5.889302368194507,
11,0.0,6.29558718932442,4.247007219071868,5.369894534974501,5.4294713378339345,4.79887598731791,6.1232941265907535,6.429941567281794,6.271830643125362,5.886804871330591,6.852102441339415,8.019748268022443,6.248274795293078,6.7006233389385095,6.128302108998808,3.5317664279890177,6.070464423303257,5.603335218771569,5.737547036439873,6.1507799189896435,6.222976703858349,6.314073642439926,5.554040755327337,5.3110271853503175,5.97282839012267,5.1023958582485545,
